iter	Logloss
208	0.1270363425
209	0.1266999719
210	0.126459588
211	0.1262603914
212	0.126011509
213	0.1258190787
214	0.1255394689
215	0.1254510618
216	0.1252373573
217	0.125036803
218	0.1248543932
219	0.1247826677
220	0.1247291148
221	0.1244267359
222	0.1242185461
223	0.1239878903
224	0.1237772832
225	0.1236438321
226	0.1234465881
227	0.1232574145
228	0.1231251153
229	0.1229410118
230	0.1226477075
231	0.122514116
232	0.1223570903
233	0.1222430036
234	0.1220403927
235	0.1218387878
236	0.1215025351
237	0.1212928767
238	0.1210330843
239	0.1207795259
240	0.1206473602
241	0.1204938479
242	0.1202837584
243	0.1200789904
244	0.1199390811
245	0.1197946048
246	0.1196304791
247	0.1194361871
248	0.1192902229
249	0.1191186081
250	0.1189233064
251	0.1187784735
252	0.1185915716
253	0.1184614552
254	0.1182931576
255	0.1180760058
256	0.117854004
257	0.1176494806
258	0.1174930254
259	0.1172908274
260	0.1170550491
261	0.1169096593
262	0.1166705869
263	0.1165448198
264	0.1163625516
265	0.1160659325
266	0.1158577514
267	0.1156407218
268	0.1154547464
269	0.115274412
270	0.1151449732
271	0.1148940961
272	0.1147115672
273	0.1145609605
274	0.1144130471
275	0.1142601526
276	0.114129928
277	0.1140110395
278	0.1138663209
279	0.1137386446
280	0.113622419
281	0.1134495162
282	0.1133608633
283	0.1130617896
284	0.1128594684
285	0.112727767
286	0.1125847204
287	0.1124673796
288	0.1123334526
289	0.1121864938
290	0.1120790262
291	0.111859827
292	0.1116523676
293	0.1114297334
294	0.1113134661
295	0.1111791574
296	0.1110025762
297	0.1108539206
298	0.1107029395
299	0.1105953301
300	0.1104588761
301	0.1102207311
302	0.1100976233
303	0.1099679776
304	0.1098536837
305	0.1096962377
306	0.1095490425
307	0.109416982
308	0.1092370414
309	0.1091419074
310	0.1089588141
311	0.1088373304
312	0.1086746996
313	0.1086040299
314	0.1085080408
315	0.1084250281
316	0.1082716775
317	0.1080771501
318	0.1078567565
319	0.1077774038
320	0.1076068226
321	0.1074058651
322	0.1072055804
323	0.106984637
324	0.1068785562
325	0.1067188123
326	0.1065736855
327	0.1064193902
328	0.106309609
329	0.1061302597
330	0.1060078653
331	0.1059443597
332	0.1058270893
333	0.1056842653
334	0.1055115764
335	0.1053659534
336	0.1051912844
337	0.1051195659
338	0.1050482333
339	0.1048977505
340	0.1047919005
341	0.1046253024
342	0.1044484229
343	0.104419372
344	0.1043388639
345	0.1041782609
346	0.1040720267
347	0.1038836035
348	0.1036860373
349	0.1035198459
350	0.1034675953
351	0.103339404
352	0.1032388877
353	0.1031089528
354	0.1029826033
355	0.1028157791
356	0.1027409633
357	0.1027235101
358	0.1026145045
359	0.1024676874
360	0.1023804464
361	0.1022158391
362	0.1020623897
363	0.1019983159
364	0.1018851244
365	0.1017487986
366	0.1015875729
367	0.1013807238
368	0.1012897008
369	0.101079858
370	0.1010533171
371	0.1009434703
372	0.1007730415
373	0.1006253096
374	0.1005412067
375	0.1003821784
376	0.1002858916
377	0.1001529902
378	0.1000104859
379	0.09997013232
380	0.09984013493
381	0.09976797548
382	0.09962343903
383	0.09959829874
384	0.09953719848
385	0.0994455769
386	0.09936034319
387	0.09932260224
388	0.09928116576
389	0.09911395945
390	0.09894688983
391	0.09877215544
392	0.0986199915
393	0.09852271608
394	0.09838461473
395	0.09833433666
396	0.09826001187
397	0.09812944593
398	0.09799678884
399	0.09793563058
400	0.09782428135
401	0.09769792649
402	0.0976455594
403	0.0975962528
404	0.09745214029
405	0.09738093549
406	0.09723503572
407	0.09709152932
408	0.09702926127
409	0.09699134799
410	0.09685608776
411	0.09677941405
412	0.09668279641
413	0.0966125452
414	0.09653339027
415	0.09645017298
416	0.09628989119
417	0.09625845978
418	0.0961321132
419	0.09609446754
420	0.09599297847
421	0.09595840376
422	0.09577925348
423	0.09575874112
424	0.09567906407
425	0.0956247257
426	0.09553717054
427	0.09545578268
428	0.09533955001
429	0.09529810799
430	0.09519132616
431	0.09511391724
432	0.09503231293
433	0.09486718089
434	0.09472477903
435	0.09464595233
436	0.09460885227
437	0.09446515449
438	0.09437114542
439	0.09427093877
440	0.09411645913
441	0.0940680477
442	0.09396613663
443	0.09386024318
444	0.09371971239
445	0.09355899795
446	0.09352709184
447	0.09348678517
448	0.09347962622
449	0.09341481773
450	0.09331203559
451	0.09314905914
452	0.09302842709
453	0.09290475777
454	0.09284943737
455	0.09277582437
456	0.09266887047
457	0.0925906179
458	0.09241782934
459	0.09234478255
460	0.09227172589
461	0.09215261107
462	0.09208318565
463	0.09197363868
464	0.09186027535
465	0.09183086906
466	0.0917571076
467	0.09171500354
468	0.09159974243
469	0.09150498665
470	0.09135117648
471	0.09130610714
472	0.09116824721
473	0.09107554766
474	0.09099025057
475	0.09092428495
476	0.09080455678
477	0.09066247333
478	0.09058424477
479	0.09052512958
480	0.09036406401
481	0.09027232374
482	0.09019427072
483	0.09012193307
484	0.09009693413
485	0.08989390749
486	0.08976580603
487	0.08968575478
488	0.0896180276
489	0.08950700345
490	0.08942230613
491	0.08939393444
492	0.08924909618
493	0.0891985638
494	0.0891334006
495	0.08911391664
496	0.08909021538
497	0.08896136498
498	0.08894230421
499	0.08880631164
500	0.08875395592
501	0.08865019491
502	0.08856700794
503	0.08846902724
504	0.08838243802
505	0.08830494934
506	0.08820970324
507	0.08812349885
508	0.08802247257
509	0.08796217683
510	0.08783672511
511	0.08774802125
512	0.08771388173
513	0.08761591181
514	0.08749527326
515	0.08747823831
516	0.08741263973
517	0.08737290251
518	0.08727086108
519	0.08722931561
520	0.08716597832
521	0.08707001899
522	0.0869875982
523	0.08691764845
524	0.08682704847
525	0.08673852784
526	0.08668312769
527	0.08656848832
528	0.08649627138
529	0.08639188317
530	0.08631314671
531	0.08618639458
532	0.08613406138
533	0.08604228874
534	0.08594464401
535	0.08584331186
536	0.08577592945
537	0.08569772424
538	0.08561226678
539	0.08549412739
540	0.08535335696
541	0.08529222153
542	0.0851807215
543	0.08507938404
544	0.08496170806
545	0.08486500026
546	0.08474720921
547	0.08468601875
548	0.08460767448
549	0.08455248829
550	0.08445957018
551	0.08433421273
552	0.08431130939
553	0.08420767992
554	0.08414893866
555	0.08411563038
556	0.08403147078
557	0.08395678723
558	0.08383963346
559	0.08374382318
560	0.08363987724
561	0.08356729612
562	0.08349465495
563	0.08338927005
564	0.08332029998
565	0.08324292022
566	0.08317757453
567	0.08313714445
568	0.0830818578
569	0.08299979891
570	0.08293246305
571	0.0828592647
572	0.08274060793
573	0.08265329751
574	0.08252884682
575	0.08248149725
576	0.08245971058
577	0.08242218212
578	0.08240202276
579	0.08234969715
580	0.08230422331
581	0.08223787303
582	0.08216319732
583	0.08211107889
584	0.08207219364
585	0.08203213126
586	0.08191655829
587	0.08184645145
588	0.08178757223
589	0.08167094281
590	0.08162254247
591	0.08151899407
592	0.08144774625
593	0.08136320521
594	0.08127206546
595	0.08124327088
596	0.08118831924
597	0.08114448756
598	0.08104278838
599	0.08102865811
600	0.08095657167
601	0.08091210082
602	0.08081118535
603	0.08074843743
604	0.0806900374
605	0.08060466862
606	0.08053995339
607	0.08046909329
608	0.08037684427
609	0.08028564043
610	0.08022000349
611	0.08013798257
612	0.08006482041
613	0.08003365899
614	0.07996653071
615	0.07986998368
616	0.07980139146
617	0.07973768708
618	0.0796200994
619	0.07957820261
620	0.07952206151
621	0.07943749852
622	0.07937139278
623	0.07928237503
624	0.0792088499
625	0.07910202853
626	0.07901748618
627	0.07892938257
628	0.07886804697
629	0.07881394718
630	0.07870255589
631	0.07861447243
632	0.07849709665
633	0.07844444791
634	0.07836227489
635	0.07828345134
636	0.07827102772
637	0.07822420146
638	0.07817788263
639	0.0781377047
640	0.07807298982
641	0.07800579564
642	0.07797805656
643	0.07792964652
644	0.0778796235
645	0.07782854058
646	0.07776785187
647	0.0776766673
648	0.07756655822
649	0.07752740198
650	0.07748042261
651	0.0774155703
652	0.07734626355
653	0.07727958492
654	0.07720763419
655	0.07711524211
656	0.07704664347
657	0.07695137561
658	0.07689848785
659	0.07686592075
660	0.07677072871
661	0.07675016571
662	0.0767023788
663	0.07665425444
664	0.07657976003
665	0.07649501143
666	0.07642840923
667	0.0763394167
668	0.07626588669
669	0.07620940186
670	0.07613570818
671	0.07606971174
672	0.07600400783
673	0.07589605258
674	0.07585843326
675	0.07578520095
676	0.07574407388
677	0.07568923174
678	0.075636339
679	0.07558410704
680	0.07555738885
681	0.07549283325
682	0.07545911197
683	0.07541702707
684	0.07536838438
685	0.07524122162
686	0.07516358944
687	0.07510780602
688	0.07503708475
689	0.07500076112
690	0.07496458265
691	0.07489273975
692	0.07485857574
693	0.07479310671
694	0.07471965069
695	0.07468995168
696	0.0746618852
697	0.07458415956
698	0.07453369744
699	0.07444193793
700	0.07437299574
701	0.07431118806
702	0.07420918189
703	0.07413682065
704	0.07411010702
705	0.07399869564
706	0.07393625875
707	0.07389159555
708	0.07383203885
709	0.0737581094
710	0.07365670679
711	0.07358961368
712	0.0735439013
713	0.07350704227
714	0.07342724534
715	0.07339088203
716	0.07331266159
717	0.07328528542
718	0.0732196956
719	0.07311666452
720	0.07302858528
721	0.07300684147
722	0.07291737419
723	0.0728310505
724	0.07277194071
725	0.07273478092
726	0.0726883017
727	0.0725914307
728	0.07251201474
729	0.07247261682
730	0.07240937162
731	0.07232817803
732	0.07224230367
733	0.07215712772
734	0.07211260272
735	0.07204531928
736	0.07198129353
737	0.0719709785
738	0.07188676336
739	0.07184798053
740	0.07176670236
741	0.07169714613
742	0.071640367
743	0.07160579965
744	0.07154504764
745	0.07149137704
746	0.07144233025
747	0.07141370217
748	0.07132332538
749	0.0712731305
750	0.07121425338
751	0.07113697334
752	0.07106883343
753	0.0710030129
754	0.07094582991
755	0.07089292986
756	0.07085169359
757	0.07076495264
758	0.07071676003
759	0.07067886314
760	0.07065349652
761	0.07056936126
762	0.07050554423
763	0.0704584842
764	0.07036552595
765	0.07031808163
766	0.07029459437
767	0.07025988124
768	0.07017975094
769	0.0700932505
770	0.07004647429
771	0.06999023477
772	0.06992617988
773	0.06990127608
774	0.06986243682
775	0.06983275198
776	0.06980095166
777	0.06973329697
778	0.06971437632
779	0.0696845446
780	0.06959490102
781	0.06953903722
782	0.06949486262
783	0.06946757575
784	0.06941431928
785	0.06935453215
786	0.06932122815
787	0.06926643446
788	0.06921960861
789	0.06915614306
790	0.06909802409
791	0.06905025347
792	0.06900908916
793	0.06892833444
794	0.06887444058
795	0.06883401398
796	0.06881206396
797	0.06878396432
798	0.06872778522
799	0.06865399066
800	0.06858871764
801	0.06856764332
802	0.0685024933
803	0.06844523276
804	0.06839280993
805	0.06834625582
806	0.06826473771
807	0.06821807176
808	0.06816703393
809	0.06810451931
810	0.06802517665
811	0.06794938125
812	0.06792076774
813	0.06786095583
814	0.06783230663
815	0.06781461611
816	0.0677942871
817	0.0677876724
818	0.06773503614
819	0.06770688038
820	0.06768304244
821	0.06761080677
822	0.06755826527
823	0.06748679013
824	0.06745715691
825	0.06739112848
826	0.06732953797
827	0.06726190709
828	0.06718681851
829	0.06715561829
830	0.06709415347
831	0.06708657064
832	0.06707359642
833	0.06701520594
834	0.066948865
835	0.0669275497
836	0.06685604902
837	0.0668004668
838	0.06677954594
839	0.06674229983
840	0.0666788883
841	0.06663391352
842	0.06657899768
843	0.0665492139
844	0.06651194532
845	0.0664596618
846	0.0664429332
847	0.06640489776
848	0.06640340202
849	0.06637705424
850	0.06632852062
851	0.06632194078
852	0.0662813211
853	0.06623298809
854	0.06618501081
855	0.06613565215
856	0.06607206127
857	0.06602369063
858	0.06596669341
859	0.06589267858
860	0.06581995521
861	0.06579066114
862	0.06573378342
863	0.065679833
864	0.06562594496
865	0.06557629644
866	0.06552366216
867	0.06546059226
868	0.0654105895
869	0.06536115752
870	0.06533522235
871	0.0653153744
872	0.0652965268
873	0.06527924531
874	0.06523017104
875	0.06521574761
876	0.06519138341
877	0.06515740212
878	0.06509058188
879	0.06504240224
880	0.06502117871
881	0.06500794164
882	0.06493488005
883	0.06491391816
884	0.06489893739
885	0.0648377001
886	0.06478258017
887	0.06476878736
888	0.06472091419
889	0.06466504031
890	0.06464257727
891	0.06460048769
892	0.06453739068
893	0.06444871369
894	0.06442626204
895	0.06437176345
896	0.06432441172
897	0.06425367848
898	0.064210571
899	0.06417216235
900	0.06413199006
901	0.06408313503
902	0.06402227607
903	0.06401021485
904	0.0639642889
905	0.06394248554
906	0.06392310537
907	0.06385469107
908	0.06380237182
909	0.06375772822
910	0.06371577904
911	0.0636885133
912	0.0636271302
913	0.06359399433
914	0.06355389517
915	0.06349426954
916	0.06345588543
917	0.06340983333
918	0.06339482951
919	0.06333308648
920	0.06327593027
921	0.06325058254
922	0.06323034049
923	0.06318007449
924	0.06313676542
925	0.06310098229
926	0.06303536949
927	0.06298232916
928	0.06296362053
929	0.0629077227
930	0.06286313037
931	0.06281992639
932	0.06275429844
933	0.06269597149
934	0.06264417495
935	0.06259081922
936	0.06255033376
937	0.06249301123
938	0.06242791404
939	0.06241573297
940	0.06237588502
941	0.06233061436
942	0.06227318439
943	0.06218977233
944	0.06214193343
945	0.06208667326
946	0.06203156879
947	0.0619887522
948	0.06197123974
949	0.06194776852
950	0.06190190341
951	0.06185248832
952	0.061799396
953	0.06175610188
954	0.06168158146
955	0.06164106123
956	0.06158692796
957	0.06152809356
958	0.06147328026
959	0.0614459284
960	0.06141141281
961	0.06139250747
962	0.06134426772
963	0.06132243189
964	0.06129964113
965	0.06123823066
966	0.06120965075
967	0.06119232181
968	0.06117908308
969	0.061129148
970	0.06111560141
971	0.0610802665
972	0.06103832463
973	0.06098429993
974	0.06094632107
975	0.06093584448
976	0.06091398065
977	0.06086439753
978	0.06085100886
979	0.06081485578
980	0.06080373193
981	0.06075604916
982	0.06071301624
983	0.06069907511
984	0.06066738585
985	0.06061435987
986	0.0605907406
987	0.06053696984
988	0.06050264852
989	0.06048266508
990	0.06046891213
991	0.0604109342
992	0.06035691259
993	0.06031401948
994	0.06028174378
995	0.06025020414
996	0.06020617501
997	0.0601814756
998	0.06012910304
999	0.06007319824
